product_title,original_url,raw_sku,proposed_id,category,page_path,image_count,valid_images,missing_images,image_completeness,has_title,has_description,has_dimensions,has_price,has_category,has_thumbnail,linked_from_home,selection_reason,keep_drop
Customizable French 1940s Style Mahogany Veneer Coffee Table (manner of Maxime Old),https://newel.com/product/table-coffee-table-mid-century-french-palisander-mto60399b,MTO60399B,product-mto60399b,furniture.html,newel.com/product/table-coffee-table-mid-century-french-palisander-mto60399b.html,11,2,10,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/-pair-of-french-empire-style-wooden-armchairs-with-owl-head,NWL2746,product-nwl2746,furniture.html,newel.com/product/-pair-of-french-empire-style-wooden-armchairs-with-owl-head.html,90,1,90,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by AB Glas & TrÃ¤,https://newel.com/product/ab-glas-and-trä-swedish-mid-century-tall-teak-framed-entry-mirror,DUA0034,product-dua0034,mirrors.html,newel.com/product/ab-glas-and-trä-swedish-mid-century-tall-teak-framed-entry-mirror.html,55,1,55,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-congo-early-20th-century-male-figure-wrapped-in-raffia-burlap-,NWL8576,product-nwl8576,sculpture.html,newel.com/product/african-congo-early-20th-century-male-figure-wrapped-in-raffia-burlap-.html,83,1,83,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-d-r-congo-reliquary-basket-with-four-figures,NWL8578,product-nwl8578,sculpture.html,newel.com/product/african-d-r-congo-reliquary-basket-with-four-figures.html,77,1,77,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-gabon-mid-20th-century-carved-wooden-ambete-male-figure,NWL8575,product-nwl8575,sculpture.html,newel.com/product/african-gabon-mid-20th-century-carved-wooden-ambete-male-figure.html,83,1,83,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-ivory-coast-wooden-figure-with-bowl,NWL8574,product-nwl8574,sculpture.html,newel.com/product/african-ivory-coast-wooden-figure-with-bowl.html,77,1,77,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-mali-late-20th-century-carved-wooden-bamana-maternity-figure-with-baby-,NWL8577,product-nwl8577,sculpture.html,newel.com/product/african-mali-late-20th-century-carved-wooden-bamana-maternity-figure-with-baby-.html,71,1,71,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-nigeria-20th-century-carved-painted-wood-igbo-female-village-guardian-figure,NWL6927,product-nwl6927,sculpture.html,newel.com/product/african-nigeria-20th-century-carved-painted-wood-igbo-female-village-guardian-figure.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-wooden-fertility-god-figure,JDB073,product-jdb073,sculpture.html,newel.com/product/african-wooden-fertility-god-figure.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-contemporary-chrome-wall-mirror,REG9075,product-reg9075,mirrors.html,newel.com/product/american-contemporary-chrome-wall-mirror.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-country-style-antique-door-coffee-table,NWL9060,product-nwl9060,furniture.html,newel.com/product/american-country-style-antique-door-coffee-table.html,78,1,77,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-federal-gilt-eagle-figure,030601,product-030601,sculpture.html,newel.com/product/american-federal-gilt-eagle-figure.html,54,1,54,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-federal-style-small-hand-painted-floral-mirror,NWL8883,product-nwl8883,mirrors.html,newel.com/product/american-federal-style-small-hand-painted-floral-mirror.html,35,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Friedman Brothers,https://newel.com/product/american-federal-style-tri-panel-gold-leaf-mirror,063976,product-063976,mirrors.html,newel.com/product/american-federal-style-tri-panel-gold-leaf-mirror.html,10,1,10,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-gilt-wall-mirror-with-geometric-Frame-,NWL6131,product-nwl6131,mirrors.html,newel.com/product/american-mid-century-gilt-wall-mirror-with-geometric-Frame-.html,42,1,42,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-modern-brutalist-end-table-with-rotating-top,NWL7930,product-nwl7930,furniture.html,newel.com/product/american-mid-century-modern-brutalist-end-table-with-rotating-top.html,78,1,73,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-octagon-shaped-wall-mirror-,063917,product-063917,mirrors.html,newel.com/product/american-mid-century-octagon-shaped-wall-mirror-.html,48,1,48,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-papier-mache-camel-figure,059706,product-059706,sculpture.html,newel.com/product/american-papier-mache-camel-figure.html,18,1,17,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-victorian-red-upholstered-side-chairs,064289,product-064289,furniture.html,newel.com/product/american-victorian-red-upholstered-side-chairs.html,78,1,78,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/asian-hand-carved-mirrored-console-table,028198,product-028198,furniture.html,newel.com/product/asian-hand-carved-mirrored-console-table.html,66,1,66,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/asian-mid-century-ming-style-rosewood-arrmchair,064316,product-064316,furniture.html,newel.com/product/asian-mid-century-ming-style-rosewood-arrmchair.html,65,1,65,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/asian-rosewood-pearl-inlaid-rrectangular-center-table,028245,product-028245,furniture.html,newel.com/product/asian-rosewood-pearl-inlaid-rrectangular-center-table.html,60,1,60,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/belgian-contemporary-cross-stool-burned-oak,NWL9029,product-nwl9029,furniture.html,newel.com/product/belgian-contemporary-cross-stool-burned-oak.html,18,1,12,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/biedermeier continental wall mirror1,REG5120A,product-reg5120a,mirrors.html,newel.com/product/biedermeier continental wall mirror1.html,25,1,25,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chinese-carved-root-deity-figure,JDB023,product-jdb023,sculpture.html,newel.com/product/chinese-carved-root-deity-figure.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chinese-chippendale-side-chairs,NWL8887,product-nwl8887,furniture.html,newel.com/product/chinese-chippendale-side-chairs.html,10,1,8,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chinese-decorated-terra-cotta-figures,AGO049,product-ago049,sculpture.html,newel.com/product/chinese-decorated-terra-cotta-figures.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chinese-round-yellow-cashpot,028252,product-028252,decor,newel.com/product/chinese-round-yellow-cashpot.html,36,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chinese-square-celadon-jardiniere,028251,product-028251,decor,newel.com/product/chinese-square-celadon-jardiniere.html,42,1,41,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chippendale-bamboo-and-glass-dining-table,NWL8888,product-nwl8888,furniture.html,newel.com/product/chippendale-bamboo-and-glass-dining-table.html,54,1,53,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-blue-glass-vase,NWL9067,product-nwl9067,decor,newel.com/product/contemporary-blue-glass-vase.html,72,1,71,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-brass-and-onyx-wall-mirror,NWL8847,product-nwl8847,mirrors.html,newel.com/product/contemporary-brass-and-onyx-wall-mirror.html,30,1,28,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-ceramic-teapot-and-teabag-dish-set-with-union-jack-design,NWL9076,product-nwl9076,funiture,newel.com/product/contemporary-ceramic-teapot-and-teabag-dish-set-with-union-jack-design.html,72,1,71,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-dark-wood-and-brushed-silver-metal-x-leg-dining-table-1,064610,product-064610,furniture.html,newel.com/product/contemporary-dark-wood-and-brushed-silver-metal-x-leg-dining-table-1.html,36,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-egg-mirror,NWL8735,product-nwl8735,mirrors.html,newel.com/product/contemporary-egg-mirror.html,10,1,8,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-japanese-style-black-coffee-table,NWL9080,product-nwl9080,furniture.html,newel.com/product/contemporary-japanese-style-black-coffee-table.html,60,1,59,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-marble-top-cafe-table,NWL9078,product-nwl9078,furniture.html,newel.com/product/contemporary-marble-top-cafe-table.html,54,1,53,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Mark Sturkenboom,https://newel.com/product/contemporary-once-upon-a-time-hypnos-wall-mirror,NWL8841,product-nwl8841,mirrors.html,newel.com/product/contemporary-once-upon-a-time-hypnos-wall-mirror.html,12,1,9,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-white-curl-up-lounge-chair,NWL8770,product-nwl8770,furniture.html,newel.com/product/contemporary-white-curl-up-lounge-chair.html,35,1,28,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/country-style-wooden-girl-figure,042326,product-042326,sculpture.html,newel.com/product/country-style-wooden-girl-figure.html,102,1,102,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/e-guillemin-bronze-gladiator-figures,MEN017,product-men017,sculpture.html,newel.com/product/e-guillemin-bronze-gladiator-figures.html,35,1,32,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-art-nouveau-wall-shelf,028213,product-028213,mirrors.html,newel.com/product/english-art-nouveau-wall-shelf.html,48,1,47,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-country-pine-rooster-figure,053838,product-053838,sculpture.html,newel.com/product/english-country-pine-rooster-figure.html,10,1,9,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-george-i-carved-giltwood-framed-pier-mirror-063930,063930,product-063930,mirrors.html,newel.com/product/english-george-i-carved-giltwood-framed-pier-mirror-063930.html,90,1,90,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-queen-anne-style-chinoiserie-red-wall-mirror,NWL8880,product-nwl8880,mirrors.html,newel.com/product/english-queen-anne-style-chinoiserie-red-wall-mirror.html,60,1,60,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-secretary-walnut-burl,NWL8651,product-nwl8651,furniture.html,newel.com/product/english-secretary-walnut-burl.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Paul Kiss,https://newel.com/product/french-art-deco-floral-and-scroll-design-skirted-wrought-iron-wall-mirror,REG5527,product-reg5527,mirrors.html,newel.com/product/french-art-deco-floral-and-scroll-design-skirted-wrought-iron-wall-mirror.html,36,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-contemporarry-pierre-sofa,NWL8845,product-nwl8845,furniture.html,newel.com/product/french-contemporarry-pierre-sofa.html,10,1,10,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Henryot & Cie 1867,https://newel.com/product/french-contemporary-upholstered-and-molded-form-modular-chairs,NWL7837,product-nwl7837,furniture.html,newel.com/product/french-contemporary-upholstered-and-molded-form-modular-chairs.html,25,1,21,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-contemporary-walnut-boucle-daybed,NWL9030,product-nwl9030,furniture.html,newel.com/product/french-contemporary-walnut-boucle-daybed.html,18,1,18,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-empire-style-contemporary-armchair,NWL8613,product-nwl8613,furniture.html,newel.com/product/french-empire-style-contemporary-armchair.html,66,1,63,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-folk-oak-eagle-figure,GRS231,product-grs231,sculpture.html,newel.com/product/french-folk-oak-eagle-figure.html,53,1,51,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/French-GustavianStyle-armchair,NAC5186,product-nac5186,furniture.html,newel.com/product/French-GustavianStyle-armchair.html,60,1,56,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-louis-xv-cupid-figure-1,017291A,product-017291a,sculpture.html,newel.com/product/french-louis-xv-cupid-figure-1.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-louis-xv-style-porters-chairs,064028,product-064028,furniture.html,newel.com/product/french-louis-xv-style-porters-chairs.html,90,1,89,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-louis-xvi-style-red-upholstered-high-back-armchairs,064281,product-064281,furniture.html,newel.com/product/french-louis-xvi-style-red-upholstered-high-back-armchairs.html,60,1,56,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Rene Drouet,https://newel.com/product/french-rectangular-mirrored-end-table-1,057935A,product-057935a,furniture.html,newel.com/product/french-rectangular-mirrored-end-table-1.html,63,1,62,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/hand-painted-tri-fold-peacock-screen,058786,product-058786,accessories,newel.com/product/hand-painted-tri-fold-peacock-screen.html,60,1,60,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Harvey Probber,https://newel.com/product/Harvey-Probber-American-Mid-Century-Peacock-Blue-Gondola-Mahogany-Pull-Up-Side-Chair-a,DUF0423A,product-duf0423a,furniture.html,newel.com/product/Harvey-Probber-American-Mid-Century-Peacock-Blue-Gondola-Mahogany-Pull-Up-Side-Chair-a.html,16,1,14,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-mid-century-floral-ornate-mirror,REG9129,product-reg9129,mirrors.html,newel.com/product/italian-mid-century-floral-ornate-mirror.html,42,1,42,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-mid-century-murano-ceiling-mount-light,NWL8889,product-nwl8889,lighting.html,newel.com/product/italian-mid-century-murano-ceiling-mount-light.html,54,1,54,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-renaissance-oak-pedestal-figures,020801C,product-020801c,sculpture.html,newel.com/product/italian-renaissance-oak-pedestal-figures.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-rococo-fruitwood-putti-figures,009031,product-009031,sculpture.html,newel.com/product/italian-rococo-fruitwood-putti-figures.html,162,1,161,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-rococo-servant-figure,SIL078,product-sil078,sculpture.html,newel.com/product/italian-rococo-servant-figure.html,36,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-venetian-majolica-harlequin-figures,TUR012,product-tur012,sculpture.html,newel.com/product/italian-venetian-majolica-harlequin-figures.html,84,1,82,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Murano,https://newel.com/product/italian-venetian-murano-gold-dusted-glass-chandelier-3,064611,product-064611,lighting.html,newel.com/product/italian-venetian-murano-gold-dusted-glass-chandelier-3.html,42,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-venetian-polychromed-figures-11,REG3635,product-reg3635,sculpture.html,newel.com/product/italian-venetian-polychromed-figures-11.html,36,1,34,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/japanese-bronze-elephant-pagoda-figures,051125,product-051125,sculpture.html,newel.com/product/japanese-bronze-elephant-pagoda-figures.html,48,1,48,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/javanese-carved-teak-figures,030152B,product-030152b,sculpture.html,newel.com/product/javanese-carved-teak-figures.html,30,1,30,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/judaica-silver-plated-ceremonial-kiddush-cup,NWL7418,product-nwl7418,funiture,newel.com/product/judaica-silver-plated-ceremonial-kiddush-cup.html,48,1,48,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Karl Springer,https://newel.com/product/karl-springer-style-armchair-goatskin-parchment-and-shagreen,NWL6048,product-nwl6048,furniture.html,newel.com/product/karl-springer-style-armchair-goatskin-parchment-and-shagreen.html,65,1,62,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/Katavolos-Littell-Kelley-for-Laverne-Mid-Century-Chrome-and-Leather-Sling-Lounge-Chairs,DUF0447A,product-duf0447a,furniture.html,newel.com/product/Katavolos-Littell-Kelley-for-Laverne-Mid-Century-Chrome-and-Leather-Sling-Lounge-Chairs.html,60,1,58,complete,true,true,true,true,true,true,false,complete-local-images,keep
Customizable Modern Blue Lacquer Greek Key Design Wall Mirror,https://newel.com/product/made-to-order-blue-lacquer-greek-key-design-wall-mirror,MTO011,product-mto011,mirrors.html,newel.com/product/made-to-order-blue-lacquer-greek-key-design-wall-mirror.html,31,1,31,complete,true,true,true,true,true,true,false,complete-local-images,keep
French 1940s style Modern Mahogany Veneered Console Table,https://newel.com/product/made-to-order-French-1940s-Style-Modern-Veneered-Console-Table,MTO60396,product-mto60396,furniture.html,newel.com/product/made-to-order-French-1940s-Style-Modern-Veneered-Console-Table.html,63,1,62,complete,true,true,true,true,true,true,false,complete-local-images,keep
Customizable French Mid-Century Sycamore Console Table,https://newel.com/product/made-to-order-french-mid-century-sycamore-console-table1,MTO62261A,product-mto62261a,furniture.html,newel.com/product/made-to-order-french-mid-century-sycamore-console-table1.html,62,1,62,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/mason-chamberlain-attributed-oil-on-canvas-064637,064637,product-064637,art.html,newel.com/product/mason-chamberlain-attributed-oil-on-canvas-064637.html,72,1,71,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/michel-decoux-bronze-gladiator-figure-1,060457,product-060457,sculpture.html,newel.com/product/michel-decoux-bronze-gladiator-figure-1.html,30,1,30,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/middle-easter-style-stool-with-tapestry-seat,028167,product-028167,furniture.html,newel.com/product/middle-easter-style-stool-with-tapestry-seat.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/misc001-1,MISC001AAP,product-misc001aap,furniture.html,newel.com/product/misc001-1.html,10,1,8,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Maison Bagues,https://newel.com/product/NAC1093,NAC1093,product-nac1093,lighting.html,newel.com/product/NAC1093.html,71,1,65,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/NAC1146,NAC1146,product-nac1146,furniture.html,newel.com/product/NAC1146.html,72,1,69,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/NAC1447,NAC1447,product-nac1447,furniture.html,newel.com/product/NAC1447.html,54,1,54,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/norbert-brunner-i-think-therefore-you-are-2025,DUF0385A,product-duf0385a,furniture.html,newel.com/product/norbert-brunner-i-think-therefore-you-are-2025.html,120,1,120,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/outdoor-iron-folding-chairs-1B,010298B,product-010298b,furniture.html,newel.com/product/outdoor-iron-folding-chairs-1B.html,66,1,66,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of--mid-century-zebra-print-large-curled-arm-chairs-,NWL2745,product-nwl2745,furniture.html,newel.com/product/pair-of--mid-century-zebra-print-large-curled-arm-chairs-.html,84,1,84,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-american-mid-century-black-and-red-imitation-tortoise-shell-Mirror-,NWL2753,product-nwl2753,mirrors.html,newel.com/product/pair-of-american-mid-century-black-and-red-imitation-tortoise-shell-Mirror-.html,54,1,54,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Edmond Spence,https://newel.com/product/pair-of-edmond-spence-american-mid-century-diamond-walnut-framed-mirrors,DUA0026,product-dua0026,mirrors.html,newel.com/product/pair-of-edmond-spence-american-mid-century-diamond-walnut-framed-mirrors.html,60,1,60,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-english-georgian-carved-armchairs-with-geometric-design-fabric-,NWL2747,product-nwl2747,furniture.html,newel.com/product/pair-of-english-georgian-carved-armchairs-with-geometric-design-fabric-.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-english-queen-anne-floral-upholstered-armchairs-,063967,product-063967,furniture.html,newel.com/product/pair-of-english-queen-anne-floral-upholstered-armchairs-.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by J Robert Scott,https://newel.com/product/pair-of-english-regency-chinoiserie-black-armchairs,NWL6043,product-nwl6043,furniture.html,newel.com/product/pair-of-english-regency-chinoiserie-black-armchairs.html,81,1,80,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-english-victorian-grey-upholstered-armchairs-,063968,product-063968,furniture.html,newel.com/product/pair-of-english-victorian-grey-upholstered-armchairs-.html,84,1,84,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-french-louis-xvi-floral-upholstered-bergere-armchairs-,NWL2749,product-nwl2749,furniture.html,newel.com/product/pair-of-french-louis-xvi-floral-upholstered-bergere-armchairs-.html,78,1,78,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-roger-lecal-for-chabrieres-&-co-french-mid-century-vanity-mirrors,DUF0961,product-duf0961,mirrors.html,newel.com/product/pair-of-roger-lecal-for-chabrieres-&-co-french-mid-century-vanity-mirrors.html,54,1,54,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-russian-karelian-birch-arm-chairs,064206,product-064206,furniture.html,newel.com/product/pair-russian-karelian-birch-arm-chairs.html,78,1,77,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/REG5154,REG5154,product-reg5154,mirrors.html,newel.com/product/REG5154.html,54,1,53,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/REG5196,REG5196,product-reg5196,mirrors.html,newel.com/product/REG5196.html,42,1,40,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/REG5573,REG5573,product-reg5573,mirrors.html,newel.com/product/REG5573.html,36,1,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/russian-mahogany-foliate-arm-chair-c,057316C,product-057316c,furniture.html,newel.com/product/russian-mahogany-foliate-arm-chair-c.html,60,1,59,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/rustic-longhorn-and-kilim-upholstered-chair,064314,product-064314,furniture.html,newel.com/product/rustic-longhorn-and-kilim-upholstered-chair.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/rustic-small-mirror-with-faux-twig-carving,051220,product-051220,mirrors.html,newel.com/product/rustic-small-mirror-with-faux-twig-carving.html,24,1,24,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Sarreid,https://newel.com/product/sarreid-mid-century-american-studded-square-brass-frame-mirror,DUA0025,product-dua0025,mirrors.html,newel.com/product/sarreid-mid-century-american-studded-square-brass-frame-mirror.html,40,1,40,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/seating-armchair-wicker-european-painted-051559b,051559B,product-051559b,furniture.html,newel.com/product/seating-armchair-wicker-european-painted-051559b.html,66,1,65,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/set-of-16-english-adams-open-back-side-chairs-with-upholstered-cushion-,063966,product-063966,furniture.html,newel.com/product/set-of-16-english-adams-open-back-side-chairs-with-upholstered-cushion-.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/set-of-18-American-mid-century-red-vinyl-tufted-side-chairs-,NWL7232,product-nwl7232,furniture.html,newel.com/product/set-of-18-American-mid-century-red-vinyl-tufted-side-chairs-.html,72,1,69,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/set-of-3-american-country-windsor-black-armchairs-,063969,product-063969,furniture.html,newel.com/product/set-of-3-american-country-windsor-black-armchairs-.html,72,1,71,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/set-of-30-italian-mid-century-red-vinyl-dining-side-chairs,NWL7230,product-nwl7230,furniture.html,newel.com/product/set-of-30-italian-mid-century-red-vinyl-dining-side-chairs.html,72,1,72,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/set-of-4-american-mid-century-curled-armchairs-,063971,product-063971,furniture.html,newel.com/product/set-of-4-american-mid-century-curled-armchairs-.html,78,1,78,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/set-of-4-english-queen-anne-style-side-chairs-,NWL6103,product-nwl6103,furniture.html,newel.com/product/set-of-4-english-queen-anne-style-side-chairs-.html,65,1,64,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Osvaldo Borsani,https://newel.com/product/set-of-eight-osvaldo-borsani-italian-modern-mahogany-and-brass-dining-chairs,REG5534,product-reg5534,furniture.html,newel.com/product/set-of-eight-osvaldo-borsani-italian-modern-mahogany-and-brass-dining-chairs.html,66,1,66,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/siamese-pilaster-temple-figures,036612,product-036612,sculpture.html,newel.com/product/siamese-pilaster-temple-figures.html,36,1,34,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Stig Lindberg,https://newel.com/product/stig-lindberg-of-gustavsberg-scandinavian-mid-century-floral-ribbon-faience-mirror,DUA0031,product-dua0031,mirrors.html,newel.com/product/stig-lindberg-of-gustavsberg-scandinavian-mid-century-floral-ribbon-faience-mirror.html,37,1,37,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/swedish-neoclassical-ebonized-benches-with-side-arms,NWL7924,product-nwl7924,furniture.html,newel.com/product/swedish-neoclassical-ebonized-benches-with-side-arms.html,66,1,66,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/thai-gilt-and-jeweled-figures-1,012668B,product-012668b,sculpture.html,newel.com/product/thai-gilt-and-jeweled-figures-1.html,36,1,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Tristan Govignon,https://newel.com/product/tristan-govignon-celestial-offerings-old-man-in-the-moon-mount1,GOV011F,product-gov011f,art.html,newel.com/product/tristan-govignon-celestial-offerings-old-man-in-the-moon-mount1.html,15,1,15,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Tristan Govignon,https://newel.com/product/tristan-govignon-celestial-offerings-triple-sunburst-mount1,GOV011E,product-gov011e,art.html,newel.com/product/tristan-govignon-celestial-offerings-triple-sunburst-mount1.html,15,1,15,complete,true,true,true,true,true,true,false,complete-local-images,keep
